      1    0.109962E-05    0.300000E+01   -0.643588E+01    0.219923E-05
      2    0.135681E-05    0.100000E+01   -0.586748E+01    0.814085E-05
      3    0.134919E-05    0.500000E+00   -0.556890E+01    0.161903E-04
      4    0.102556E-05    0.300000E+00   -0.546616E+01    0.205112E-04
      5    0.175810E-05    0.200000E+00   -0.505599E+01    0.527429E-04
      6    0.685330E-06    0.142857E+00   -0.531900E+01    0.287839E-04
      7    0.192024E-05    0.107143E+00   -0.474661E+01    0.107534E-03
      8    0.957596E-06    0.833333E-01   -0.493964E+01    0.689469E-04
      9    0.122990E-05    0.666667E-01   -0.473404E+01    0.110691E-03
     10    0.192963E-05    0.545455E-01   -0.445128E+01    0.212259E-03
     11    0.681577E-06    0.454545E-01   -0.482406E+01    0.899682E-04
     12    0.158682E-05    0.384615E-01   -0.438450E+01    0.247543E-03
     13    0.196790E-05    0.329670E-01   -0.422408E+01    0.358157E-03
     14    0.698269E-06    0.285714E-01   -0.461191E+01    0.146636E-03
     15    0.150924E-05    0.250000E-01   -0.421918E+01    0.362218E-03
     16    0.208569E-05    0.220588E-01   -0.402433E+01    0.567308E-03
     17    0.149089E-05    0.196078E-01   -0.411899E+01    0.456211E-03
     18    0.131604E-05    0.175439E-01   -0.412486E+01    0.450085E-03
     19    0.111591E-05    0.157895E-01   -0.415074E+01    0.424047E-03
     20    0.194816E-05    0.142857E-01   -0.386528E+01    0.818229E-03
     21    0.338533E-05    0.129870E-01   -0.358391E+01    0.156402E-02
     22    0.294336E-05    0.118577E-01   -0.360516E+01    0.148934E-02
     23    0.168146E-05    0.108696E-01   -0.381053E+01    0.928167E-03
     24    0.164770E-05    0.100000E-01   -0.378312E+01    0.988619E-03
     25    0.172540E-05    0.923077E-02   -0.372835E+01    0.112151E-02
     26    0.115829E-05    0.854701E-02   -0.386800E+01    0.813120E-03
     27    0.730422E-06    0.793651E-02   -0.403606E+01    0.552199E-03
     28    0.818132E-06    0.738916E-02   -0.395577E+01    0.664323E-03
     29    0.116059E-05    0.689655E-02   -0.377395E+01    0.100971E-02
     30    0.152842E-05    0.645161E-02   -0.362542E+01    0.142143E-02
     31    0.187238E-05    0.604839E-02   -0.350925E+01    0.185740E-02
     32    0.181972E-05    0.568182E-02   -0.349448E+01    0.192162E-02
     33    0.149137E-05    0.534759E-02   -0.355457E+01    0.167332E-02
     34    0.105423E-05    0.504202E-02   -0.367967E+01    0.125454E-02
     35    0.593479E-06    0.476190E-02   -0.390438E+01    0.747783E-03
     36    0.731893E-06    0.450450E-02   -0.378920E+01    0.974881E-03
     37    0.112687E-05    0.426743E-02   -0.357829E+01    0.158437E-02
     38    0.104812E-05    0.404858E-02   -0.358689E+01    0.155332E-02
     39    0.829149E-06    0.384615E-02   -0.366639E+01    0.129347E-02
     40    0.830456E-06    0.365854E-02   -0.364399E+01    0.136195E-02
     41    0.912793E-06    0.348432E-02   -0.358175E+01    0.157183E-02
     42    0.949348E-06    0.332226E-02   -0.354401E+01    0.171452E-02
     43    0.920468E-06    0.317125E-02   -0.353722E+01    0.174153E-02
     44    0.779281E-06    0.303030E-02   -0.358979E+01    0.154298E-02
     45    0.597704E-06    0.289855E-02   -0.368569E+01    0.123725E-02
     46    0.619206E-06    0.277521E-02   -0.365146E+01    0.133872E-02
     47    0.762185E-06    0.265957E-02   -0.354275E+01    0.171949E-02
     48    0.795483E-06    0.255102E-02   -0.350608E+01    0.187098E-02
     49    0.753727E-06    0.244898E-02   -0.351177E+01    0.184663E-02
     50    0.651991E-06    0.235294E-02   -0.355737E+01    0.166258E-02
     51    0.539333E-06    0.226244E-02   -0.362272E+01    0.143031E-02
     52    0.521278E-06    0.217707E-02   -0.362080E+01    0.143664E-02
     53    0.544910E-06    0.209644E-02   -0.358516E+01    0.155953E-02
     54    0.561591E-06    0.202020E-02   -0.355597E+01    0.166792E-02
     55    0.583266E-06    0.194805E-02   -0.352373E+01    0.179646E-02
     56    0.542962E-06    0.187970E-02   -0.353932E+01    0.173313E-02
     57    0.455257E-06    0.181488E-02   -0.360059E+01    0.150508E-02
     58    0.476153E-06    0.175336E-02   -0.356612E+01    0.162940E-02
     59    0.567794E-06    0.169492E-02   -0.347496E+01    0.200999E-02
     60    0.548904E-06    0.163934E-02   -0.347517E+01    0.200899E-02
     61    0.450996E-06    0.158646E-02   -0.354626E+01    0.170567E-02
     62    0.422895E-06    0.153610E-02   -0.356019E+01    0.165183E-02
     63    0.437699E-06    0.148810E-02   -0.353146E+01    0.176480E-02
     64    0.411827E-06    0.144231E-02   -0.354434E+01    0.171320E-02
     65    0.383784E-06    0.139860E-02   -0.356161E+01    0.164643E-02
     66    0.374493E-06    0.135685E-02   -0.355909E+01    0.165601E-02
     67    0.372836E-06    0.131694E-02   -0.354805E+01    0.169864E-02
     68    0.382338E-06    0.127877E-02   -0.352435E+01    0.179393E-02
     69    0.384089E-06    0.124224E-02   -0.350977E+01    0.185515E-02
     70    0.386103E-06    0.120724E-02   -0.349509E+01    0.191893E-02
     71    0.387411E-06    0.117371E-02   -0.348139E+01    0.198044E-02
     72    0.361107E-06    0.114155E-02   -0.349986E+01    0.189798E-02
     73    0.326238E-06    0.111070E-02   -0.353206E+01    0.176234E-02
     74    0.309956E-06    0.108108E-02   -0.354256E+01    0.172026E-02
     75    0.310865E-06    0.105263E-02   -0.352970E+01    0.177193E-02
     76    0.311473E-06    0.102529E-02   -0.351743E+01    0.182274E-02
     77    0.306650E-06    0.999001E-03   -0.351292E+01    0.184174E-02
     78    0.305734E-06    0.973710E-03   -0.350309E+01    0.188393E-02
     79    0.299575E-06    0.949367E-03   -0.350093E+01    0.189331E-02
     80    0.292574E-06    0.925926E-03   -0.350034E+01    0.189588E-02
     81    0.281742E-06    0.903342E-03   -0.350600E+01    0.187133E-02
     82    0.259264E-06    0.881575E-03   -0.353152E+01    0.176455E-02
     83    0.253400E-06    0.860585E-03   -0.353099E+01    0.176670E-02
     84    0.262404E-06    0.840336E-03   -0.350548E+01    0.187357E-02
     85    0.263896E-06    0.820793E-03   -0.349280E+01    0.192908E-02
